"paper_id"|"journal_issue"|"type"|"title"
260323|20141|Olgu Sunumu|Amyopathic Dermatomyositis Associated with Histopathological Findings of Organizing Pneumonia and Pulmonary Vasculitis
247205|22211|Derleme|Book Review: Meaningful Learning with Technology
77036|8993|Derleme|Cyanoacetamide derivatives as synthons in heterocyclic synthesis
47254|178|Olgu Sunumu|Sirkümfleks koroner arterden sağ bronşiyal artere fistülizasyon
265903|24181|Olgu Sunumu|Medpor Bone Implant Mimicking Postoperative Epidural Hematoma
267391|24315|Derleme|Phytochemistry and Pharmacology of Genus Indigofera: A Review
267497|7411|Olgu Sunumu|Management of gastric cancer with liver metastasis in a pregnant woman
267503|7411|Olgu Sunumu|"A case of allergic contact dermatitis due to
application of synthetic casting which mimics the
manifestation of cellulitis"
219645|22496|Olgu Sunumu|Replaced right hepatic artery and its  segmental distribution
20783|1377|Olgu Sunumu|Sturge Weber sendromu
111795|7001|Olgu Sunumu|Bilateral abscesses of the maxillary carnassial teeth in a female Pekinese
192453|23539|Olgu Sunumu|Concomitance of diabetic neuropathic amyotrophy and cachexia: a case report with review of the literature 
271559|12128|Olgu Sunumu|A rare case of neuro-Behçet's disease presenting with limbic encephalitis
272433|5001|Olgu Sunumu|"The Effect of Associated Parkinsonism on Rehabilitation in
Stroke Patients: A Case Series"
273173|23673|Olgu Sunumu|Borderline Brenner tumor with a concomitant mucinous tumor of the ovary: a case report
273479|24280|Olgu Sunumu|Posterior Scleritis after Extraocular Horizontal Muscle Transposition Surgery: A Case Report
273497|3188|Olgu Sunumu|Massive Skull Base Ameloblastic Carcinoma with Intracranial Extension
207762|16248|Olgu Sunumu|Clinical and Pathological Findings on Intoxication  by Yellow Phosphorus After Ingesting Firework Cracker:  A Rare Case of Autopsy
251606|22445|Derleme|Subject-Specific Correctness of Students'  Conceptions and Factors of Influence:  Empirical Findings from a Quantitative Study  with Grade 7 Students in GermanyRegarding  the Formation and Location of Deserts
279424|24184|Olgu Sunumu|Synchronous Acute Appendicitis, Perforated Cecal Diverticulitis and Serrated Adenoma of Right-Sided Colon: An Uncommon Incidental Finding
192574|23663|Olgu Sunumu|A Rare Varieties of Diabetic Autonomic Neuropathy: Carotid Sinus Hypersensitivity, Case Report
280974|3136|Olgu Sunumu|Familial mutation in Caffey disease with reduced penetrance: A case report
208509|20130|Olgu Sunumu|Benign Cystic Mesothelioma in a Child: Case Report and
282582|22726|Olgu Sunumu|Comparison of the Facial Morphologies of Identical Twins Using Three- Dimensional Photography: A Case Report
282777|3126|Olgu Sunumu|Idiopathic central diabetes insipidus presenting in a very low  birth weight infant successfully managed with lyophilized  sublingual desmopressin
20191|173|Olgu Sunumu|Bilateral koroner arter fistülü
227657|22710|Olgu Sunumu|A Case of Brucellosis Admitting with Bleeding
50081|179|Olgu Sunumu|Coronary perforation and tamponade during thrombectomy and treatment with PTFE coated stent and autotransfusion: A case report
246614|23228|Derleme|A Reality in Emergency Medicine: Subspecialization
70813|189|Olgu Sunumu|Surgical removal of a migrated guidewire: a safe method 
168461|20891|Olgu Sunumu|Bilateral Knee Synovial Osteochondromatosis: A Case Report
203357|20901|Olgu Sunumu|An Unusual Presentation of Rhabdomyolysis in a Newly Diagnosed  Sjögren's Syndrome Associated Polymyositis
70290|1388|Olgu Sunumu|Paget hastalığı
168071|20120|Olgu Sunumu|Atypical diabetic ketoacidosis: Case report
155915|235|Olgu Sunumu|Incremental utility of Live/Real time three-dimensional transesophageal echocardiography in diagnosis of a unique type of subaortic membrane: A case report
52749|1344|Olgu Sunumu|Limb-body wall complex: In utero sonographic diagnosis of two cases with complicated fetal malformations
180412|7129|Olgu Sunumu|New locality records of Eumeces schneideri (Daudin, 1802) (Sauria: Scincidae) from western Anatolia, Turkey
23415|4476|Olgu Sunumu|Karaciğer hidatik kist operasyonunda iyatrojenik hipernatremi
279425|24184|Olgu Sunumu|Two Cases of Breast Cancer Presenting Primarily with Skin Metastasis
235599|34448|Olgu Sunumu|Foreign in Colon
111399|7000|Olgu Sunumu|Several congenital abnormalities in a neonate of a Mixed Mehraban sheep
231328|3125|Olgu Sunumu|Hypersensitivity pneumonia in a schoolchild admitted to the  hospital's asthma clinic
308944|43520|Olgu Sunumu|Cranial radiotherapy and effect of aromatase inhibitors on cognitive disorders
253083|3134|Olgu Sunumu|Familial Mediterranean fever associated with optic neuritis,  successfully treated with anti-interleukin 1 agents
275059|39160|Olgu Sunumu|Case of an intrahepatic sewing needle and review of the literature
155549|230|Olgu Sunumu|PAİ-1 4G/4G polimorfizmi olan genç bir hastada tekrarlayan miyokart enfarktüsü
210180|36013|Olgu Sunumu|Anesthetic death: A case report
240648|14897|Derleme|Dyspnea Management in Patients with Cancer
50116|180|Olgu Sunumu|Surgical removal of fractured guidewire with ministernotomy
56182|14221|Olgu Sunumu|Göğüs duvarında kistik higroma: nadir bir yerleşim yeri
38454|1337|Olgu Sunumu|Fetal gallstones in an anencephalic fetus: A case report
203683|23665|Olgu Sunumu|Pilomatrixoma Localized in the Right Preauricular Region
175477|19540|Olgu Sunumu|Apexification of a dens evaginated premolar  with open apex
302575|43036|Derleme|Modern Türk Şiirinde Fransız Etkileri Üzerine Genel Bir Giriş
204566|20129|Olgu Sunumu|Brucella Infection Associated with Complete Atrioventricular Block
75718|14768|Derleme|Meme kanserinde izlem
155767|233|Olgu Sunumu|Emergent ECLS for life-threatening severe cardiac dysfunction as presentation of H1N1-flu
199346|23043|Olgu Sunumu|An Adolescent Boy with Comorbid Anorexia Nervosa and Hashimoto Thyroiditis
217461|87|Olgu Sunumu|Long-term result of arthroplasty in the treatment of a case of ochronotic arthropathy
257441|16250|Olgu Sunumu|Adenomyoepithelial Adenosis of Breast: A Rare Case Report
258550|20562|Olgu Sunumu|A diffuse idiopathic skeletal hyperostosis case misdiagnosed as  ankylosing spondylitis
204860|23541|Olgu Sunumu|Fahr's syndrome presenting with epileptic  seizure: Two case reports
322357|47661|Derleme|İbn Sina Felsefesinde Suret Cevher ve Varlık, İbrahim Halil Üçer, İstanbul: Klasik Yayınları, 2017
205851|13645|Derleme|MRI of lower extremity impingement and friction syndromes in children
282779|3126|Olgu Sunumu|Chronic lip swelling as the sole presentation of Crohn’s  disease: three case reports
270023|23073|Olgu Sunumu|Bilateral renal agenesis, a severe anomaly in a premature infant with VACTERL association: A case report
155339|227|Olgu Sunumu|Myocardial 99m-Tc tetrofosmin reverse redistribution as a possible marker of tissue at risk
270240|21361|Olgu Sunumu|Severe hypocalcemia and hypercalciuria due to contrast medium in the course of acute myocardial infarction
256459|16116|Derleme|CONGENITAL CHEST WALL DEFORMITIES
269413|20143|Olgu Sunumu|Myeloid Neoplasia and Lymphoblastic Lymphoma with Eosinophilia After Radioactive Iodine: A Case Report
260270|523|Derleme|Multipl Sklerozisin İmmünpatogenezi Kısım 2: Hastalığın doğuşu ve yükselişi
197599|23082|Olgu Sunumu|Recovery of chronic central serous chorioretinopathy with a single dose of intravitreal  ranibizumab injection: A case report
258478|20561|Olgu Sunumu|Maternal hypoparathyroidism related transient normocalcemic  hyperparathyroidism in newborns: case report
267499|7411|Olgu Sunumu|A case: Abscess formation in the sub-Tenon's space  after strabismus surgery
240991|14898|Olgu Sunumu|Bilateral Spontaneous Rupture of the Achilles' Tendon  During Chemotherapy Treatment
155675|232|Olgu Sunumu|Bilateral pseudoaneurysm secondary to intraarterial tianeptine abuse
50787|26190|Olgu Sunumu|Ayın olgusu
212690|22712|Olgu Sunumu|Right brachiocephalic artery reconstruction along with coronary artery  bypass grafting
64332|186|Olgu Sunumu|An uncommon congenital anomaly of coronary arteries misdiagnosed as intracoronary thrombus: woven coronary artery disease
263382|39475|Olgu Sunumu|A rare case of obscure gastrointestinal bleeding: Small bowel varices flowing into the inferior epigastric vein
49625|13631|Derleme|Hospital infections in radiology clinics
170710|238|Olgu Sunumu|Successful elimination of a Mahaim  pathway using an 8 mm tip cryoablation catheter in a child
143982|220|Olgu Sunumu|Biventricular noncompaction and  mitral cleft
249504|22720|Olgu Sunumu|A Monocephalus Diprosopus Fetus: Antenatal Sonographic Findings
54318|1382|Olgu Sunumu|İsoniazid profilaksisine rağmen perinatal tüberküloz 
212641|22711|Olgu Sunumu|An unusual reason for complete atrioventricular block; Kearn Sayre Syndrome
239849|3128|Olgu Sunumu|Different clinical spectrum of leptospirosis
50112|180|Olgu Sunumu|Protein C eksikliğine bağlı kardiyak trombus olgusu
206343|14561|Olgu Sunumu|Poisoned after Dinner: Dolma with Datura Stramonium
241326|14900|Olgu Sunumu|Primary Lymphoepithelioma-Like Carcinoma of the Lung
249360|24040|Olgu Sunumu|Usage of Titanium Molybdenum Alloy Wires in Nasal Molding: A Case Report
309843|45742|Derleme|SAYDAMLIK KURALI BAĞLAMINDA GENEL İŞLEM KOŞULU DENETİMİ YÖNÜNDEN REKABET HUKUKUNDA KOŞUL REKABETİ VE REKABET İHLALİNİN DEĞERLENDİRİLMESİ (II)
80015|193|Olgu Sunumu|Adolesan yaşta koroner baypas yapılan ve LDL aferez tedavisi uygulanan homozigot ailevi hiperkolesterolemi olgusu
185|2729|Olgu Sunumu|İki olguda portal ven anevrizması
211214|23669|Olgu Sunumu|Discrete subaortic stenosis in an adult patient
173989|20896|Olgu Sunumu|Late Onset Prosthetic Hip Joint Infection in Two Patients of  Rheumatoid Arthritis Treated With Etanercept
20805|1378|Olgu Sunumu|İleri yaşta tespit edilen Glukoz-6 fosfat dehidrogenaz eksikliği
1663|10594|Derleme|Kurgulama Varsayımı ve Yabancı Dil Öğretimi
2118|11790|Derleme|Yeni Keynesci Yaklaşımda Ücret ve İstihdam
2119|11790|Derleme|Türkiye'de Tarım Sektöründe Gelişme Sorunu ve Belirleyici Olan Faktörler
2780|10591|Derleme|Karşılaştırmalı Dilbilim ve Yabancı Dil Dersi
2782|10591|Derleme|Konuşma ve Sesletim Öğretimi
2802|10588|Derleme|Çalıkuşu'nun 80. Yılında Reşat Nuri Güntekin'in Yazınımızdaki Yeri
3146|11788|Derleme|Ermenilerin Dağlık Karabağ Uyuşmazlığına İlişkin Tutumlarının İçsel Nedenleri
204351|85|Olgu Sunumu|A case of unusual septic knee arthritis with Brucella abortus after arthroscopic meniscus surgery
3554|10384|Derleme|Üniversite
204346|85|Olgu Sunumu|Extensor mechanism variation of the index finger
76715|14229|Olgu Sunumu|Öksürük, solunum zorluğu, üç aylıktan beri süregelen döküntü ve otit yakınması ile getirilen bir yaşında erkek hasta
162376|33991|Olgu Sunumu|Endovascular stent-graft placement for the emergency treatment of ruptured descending aortic aneurysm
212643|22711|Olgu Sunumu|Traumactic superior oblique tendon rupture: case presentation
105594|2870|Derleme|What is the importance of anti-TNF agents in the treatment of luminal (inflammatory type) Crohn's disease?
104623|6999|Olgu Sunumu|Serological evidence of egg drop syndrome’1976 (EDS’76) in free-range chickens at chicken market sites in Jos, Nigeria
72377|190|Olgu Sunumu|Derin ven trombozunda nadir bir komplikasyon olarak Phlegmasia cerulea dolens vakası
228680|22716|Derleme|Postural Control and Balance in Ankylosing Spondylitis
201240|37787|Olgu Sunumu|Primary squamous cell carcinoma of the stomach
72493|1390|Olgu Sunumu|Çocukluk çağında hepatit A infeksiyonuna bağlı gelişen plevral efüzyon ve peritoneal asit birikimi 
204733|2689|Olgu Sunumu|Congenital Lobar Emphysema Diagnosed in Adult  Age: A Case Report
20168|171|Olgu Sunumu|Konjenital biküspid aort kapağına eşlik eden assandan aort anevrizması: İki olgu sunumu
20181|172|Olgu Sunumu|Distal emboli protection intervention in native coronary artery occlusion
20390|544|Olgu Sunumu|Synostotic osteochondrama of 4th and 5th metacarpal    
20823|1379|Olgu Sunumu|Primer duodenum adenokarsinomu
22146|2730|Olgu Sunumu|Subakut süperior mezenterik arter tromboembolisinde selektif intraarteryel trombolitik tedavi
22159|2731|Olgu Sunumu|İzole hipofiz sarkoidozu: MRG bulguları
22891|3012|Olgu Sunumu|Are the sequence and level of the branches of the popliteal artery different in the fetus than in the adulth?: Two fetuses with popliteal arterial variation
22902|3013|Olgu Sunumu|Subtalar dislocations: A report of two cases
23388|4474|Olgu Sunumu|Chance type cervical fracture and neurological deficits in ankylosing spondylitis
23637|5402|Derleme|Bibliography of Turkish carnivores (Mammalia: Carnivora)
24005|6574|Derleme|DNA methylation in eukaryotes
24004|6574|Derleme|Human immunodeficiency virus and its genetic
317034|45567|Derleme|Tükenmeyen Özlem; Geleceğin Avuk atlığını K arşılayabilecek Bir Avuk atlık Yasası
317036|45567|Derleme|Bir Ankara Yoksunluğu; Adliye Binası
317039|45567|Derleme|Devlet Avukatları, Namıdiğer Kamu Avukatları
49871|13632|Derleme|Figures, tables, and references: integral but sometimes neglected components of scientific articles
70721|188|Olgu Sunumu|Giant pulmonary artery aneurysm due to undiagnosed atrial septal defect associated with pulmonary hypertension
212688|22712|Olgu Sunumu|Evaluation of a patient with buried optic disc drusen in the differential diagnosis of papilledema
204823|23083|Olgu Sunumu|Congenital prepubic sinus: Report of two cases
35137|9488|Derleme|Fundamental research and device technology
35249|9657|Olgu Sunumu|Tünel kalıplarla üretilen konutlarda tesisattan kaynaklanan gürültü sorunu
249506|22720|Olgu Sunumu|Butane Gas Inhalation Resulting in Death: Two Case Reports
44716|1342|Olgu Sunumu|Primary carcinoma of the fallopian tube: The rarest gynecologic malignancy: Report of five cases
63955|6849|Derleme|Rickettsial infections of fish
36098|8709|Derleme|A comparison of PE and QG integrations in simulated cyclones and interactions of atmospheric waves
36102|8709|Derleme|On the numerical solution of the Schrödinger equations
37290|9670|Derleme|Battery Park Şehri: New York'ta bir 'şehir içinde şehir'
39126|12384|Derleme|Kavak zararlıları ile mücadelede biyoteknoloji
39746|174|Olgu Sunumu|Extensive venous obstruction caused by a permanent pacemaker lead: A case report
39884|177|Olgu Sunumu|Takayasu ve dev hücreli (temporal) arterit: Saklı kalmış gerçekler
20177|172|Olgu Sunumu|Aort koarktasyonlarında primer stent uygulaması: Olgu sunumu
227659|22710|Olgu Sunumu|An Uncommon Cause of Acute Abdomen in a Pediatric Patient: Caecal Diverticulitis
262629|37575|Olgu Sunumu|Air gun pellet: cardiac penetration and peripheral embolization
43499|10417|Derleme|Öğretmenlik Mesleğinin Durumu ve Öğretmen Yetiştirme Sorunu
168069|20120|Olgu Sunumu|Management of pleomorphic adenoma in the nasopharynx: A case report 
44557|548|Olgu Sunumu|Synostotic osteochondroma of 4th and 5th metacarpal
249502|22720|Olgu Sunumu|Surgical Intervention and Endodontics for Maxillary Alveolar Bone  Regeneration in a Patient with Periapical and Interradicular Bone Defect:  A Case Report
49886|13632|Olgu Sunumu|Gastric stromal tumor
257443|16250|Olgu Sunumu|A Translocation Renal Cell Carcinoma with Skeletal Muscle Metastasis in a Child
47048|11191|Derleme|The Mosul Question and the Turkish Republic: Before and After the Frontier Treaty, 1926
44779|1342|Olgu Sunumu|Pregnancy following endometrial resectoscopic ablation: A case report
49688|8483|Derleme|Türk Demir Çelik sektörü ve özelleştirme
51082|3031|Olgu Sunumu|Giant juxtadrenal and adrenal schwannoma with concurrent adrenal myelolipoma mimicking an adrenal malignant tumor
51544|8978|Derleme|Some remarks on solid state polymerization
204793|2695|Derleme|Pneumonia in HIV-Infected Patients
52631|3033|Derleme|Mutation analysis by the use of temporal temperature gradient gel electrophoresis
52660|3034|Derleme|Pharmacotherapy in cardiopulmonary resuscitation (CPR)
52925|3032|Olgu Sunumu|Apert syndrome
197396|23079|Olgu Sunumu|Sorafenib-induced pancreatitis
56480|11952|Olgu Sunumu|Bir Kadın Düşmanı'nı Balzac'ın Beden Diliyle Okumak
56463|11952|Olgu Sunumu|Hugoliade D' Ionesco Ou le Prototype D'Un Nouveau Theatre
56481|11952|Olgu Sunumu|Le Theme de L'Amour Chez Yachar Kemar
58390|182|Olgu Sunumu|An unusual type of single coronary artery anomaly in a patient with hypertrophic obstructive cardiomyopathy
58683|1345|Olgu Sunumu|Complete hydatidiform mole and coexisting live fetus in dichorionic twin pregnancy: Report of two cases
59440|12389|Derleme|E-İmza (Elektronik imza ve sayısal imza)
61856|13657|Olgu Sunumu|İnsülinoma ve anestezi: Olgu sunumu
273983|10367|Derleme|Borrowing constraints and saving in Turkey
63735|184|Olgu Sunumu|Noncompaction of the ventricular myocardium with tetralogy of Fallot
64235|14529|Olgu Sunumu|Kafa travmalı erişkinlerde kortikosteroid tedavisinin etkinliği: MRC CRASH çalışma sonuçları
64234|14529|Olgu Sunumu|Envenomation caused by weever fish
64261|185|Olgu Sunumu|Familial Mediterranean fever and acute anterior myocardial infarction in a young patient
64265|185|Olgu Sunumu|Poor prognostic cardiac sequelae of possible Kawasaki disease mimicking dilated cardiomyopathy: the importance of extensive and serial cardiac evaluation and the significance of thromboembolic mechanisms
64280|185|Olgu Sunumu|Left atrial myxoma showing angiographic neovascularization
64273|185|Olgu Sunumu|An infant with severe mitral insufficiency and collapse of the left lung due to hammock mitral valve: emergency mitral valve replacement
64813|701|Olgu Sunumu|Atipik refleks sempatik distrofi sendromlu bir olgu
65657|6851|Derleme|Commercial fishery  impact on the modern Black Sea ecosystem: a Review
65812|1682|Derleme|Salin infüzyon sonografinin (SİS) yardımla üreme tekniklerinin (YÜT) sonuçları üzerine etkileri var mıdır?
66028|4032|Olgu Sunumu|Tartışmalı olgu
67357|9168|Derleme|A critical review on electromagnetic precursors and earthquake prediction
68438|187|Olgu Sunumu|Noncompaction of the ventricular myocardium with bicuspid aortic valve
70489|14767|Derleme|Pozitron-emisyon tomografi (pet): Onkolojide ve meme kanserinde kullanılması
70713|188|Olgu Sunumu|Spontaneous multivessel coronary artery dissection in a wrestler
70712|188|Olgu Sunumu|Asymmetric septal hypertrophy with perimembranous septal defect and obstructive right ventricular outflow tract in a patient with hypertrophic cardiomyopathy
70855|189|Olgu Sunumu|Left atrial ball-shaped thrombus mimicking myxoma detected by transthoracic echocardiography
75550|2936|Derleme|Acute immune thrombocytopenic purpura in children
72355|190|Olgu Sunumu|Two-stage successful surgery in an aortic coarctation case operated initially for ascending aortic aneurysm
72370|190|Olgu Sunumu|An unusual cause of syncope: Hyperthyroidism
72490|1390|Olgu Sunumu|Yutulan dikiş iğnesinin duodenumu penetrasyonu sonrası transvers mezokolona migrasyonu 
73541|15263|Olgu Sunumu|Sarcoptic mange in a gazelle (Gazella Gazella) in Ankara, Turkey
73545|15263|Derleme|Compared  studies on recognition of marine underwater biological scattering layers
75533|2934|Olgu Sunumu|Malignant myelomatous pleural effusion-Is onset of effusion a new prognostic factor?
75720|14768|Derleme|Meme kanserinde tanı
76913|6986|Derleme|Microbial flora from the epizootic ulcerative syndrome (EUS) infected murrel Chana striatus (Bloch, 1797)in Tirunelveli region
241359|12125|Olgu Sunumu|Coexistence of familial Mediterranean fever and Behçet’s disease: a case report
326113|44313|Derleme|Bilgisayarlarda, Bilgisayar Programlarında ve Kütüklerinde Arama, Kopyalama ve Elkoyma Koruma Tedbirinde (CMK m. 134), 7145 Sayılı Kanunla Yapılan Değişikliklerin Değerlendirilmesi
78166|373|Olgu Sunumu|Herediter anjiyoödem: Klasik antiödem tedaviler işe yaramaz
78170|373|Olgu Sunumu|Ayaktan ele parmak nakli operasyonunda devamlı supraklavikular katater uygulaması
78171|373|Olgu Sunumu|Spinal Menenjiom: Bel-bacak ağrısının ayırıcı tanısına dikkat
145251|222|Olgu Sunumu|Refractory hemolytic anemia due to severe swirling flow pattern in chronic mitral regurgitation after myxoma surgery
78866|5988|Derleme|Köpeklerde proteinurinin değerlendirilmesinde idrar protein-kreatinin oranının yorumlanması 
78891|2937|Olgu Sunumu|Pearson syndrome associated with hemophagocytic syndrome in a a child
47888|3030|Olgu Sunumu|Prenatal diagnosis of a trisomy 13 case associated with holoprosencephaly by ultrasonography and quantitative fluorescent PCR
70753|188|Olgu Sunumu|Rectus sheath hematoma due to cough attacks in an elderly patient on oral anticoagulant therapy 
61745|699|Olgu Sunumu|Erişkin başlangıçlı TİNU sendromu: Bir olgu sunumu
202507|1366|Olgu Sunumu|Castleman Disease Mimicking Ovarian Tumour
79998|3618|Derleme|Türkiye'de Q humması (rapor 1)
80064|194|Olgu Sunumu|Masif pulmoner emboli olgusunda iliyak balon anjiyoplasti ile trombüs parçalanması
80068|194|Olgu Sunumu|Fibroelastoma of the posterior mitral leaflet
81056|3740|Olgu Sunumu|Life-saving collateral circulation
43501|10417|Derleme|Türk Milli Eğitim Örgütü ve Yönetiminde Yeniden Yapılanma... Ne Zamana Kadar ve Nasıl? -Örgüt Yapısında Reorganizasyon/Reform Arayışlarının Tarihsel Bir Analizi-
83877|3745|Olgu Sunumu|Angina pektorisli bir olguda sol koroner arterler ile sol ventrikül arasında mikrofistüller
257047|22707|Derleme|High Flow Nasal Oxygen Therapy: From Physiology to Clinic
204856|23541|Olgu Sunumu|Acute appendicitis in pregnancy:Case series and review
270270|23074|Olgu Sunumu|"Acute bilateral ureteral obstruction following Dextranomer/hyaluronic
acid polymer injection: A case report"
88162|2940|Olgu Sunumu|Brilliant cresyl blue staining for screening hemoglobin H disease: Reticulocyte smear
2673|10395|Derleme|"Ortaöğretim Ders Kitaplarında Etik Sorunu ve Bir Örnek: ""Lise Sosyoloji Ders Kitabı"""
88542|2865|Derleme|Chronic hepatitis B a guideline to diagnosis, approach, management, and follow-up 2007 Turkish association for the study of liver
70727|188|Olgu Sunumu|Left pericardial agenesis in a patient with sinus venosus type atrial septal defect
93335|2867|Olgu Sunumu|A case report of composite adenoendocrine carcinoma of the cecum: Clinical and pathological evaluation
94305|9175|Derleme|Electromagnetic compatibility engineering education: problems, challenges and perspectives
94442|6994|Olgu Sunumu|A case report of ulcerative lymphangitis (a mini review of causes and current therapies)
239700|3127|Olgu Sunumu|An easily missed diagnosis: 17-alpha-hydroxylase/17,20-lyase deficiency
215678|38240|Olgu Sunumu|Continuity of regional identity:  A case study of facade elements in  traditional Çeşme houses
96712|2943|Olgu Sunumu|Gingival and lip hypertrophy induced by cyclosporin A treatment in an aplastic anemia patient
49891|13632|Olgu Sunumu|Endovascular stent graft treatment in a patient with splenic artery aneurysm
267494|7411|Olgu Sunumu|Anesthesia management in a patient with Carney Syndrome: Case report
39751|174|Olgu Sunumu|Kronik pulmoner embolisi olan genç bir hastaya cerrahi yaklaşım, pulmoner tromboendarterektomi: Olgu sunumu
102911|12412|Derleme|A review of the tribe Halyini in Turkey (Hemiptera: Heteroptera: Pentatomidae) with two new records: Apodiphus integriceps and Mustha vicina
103977|5914|Derleme|Determination of plant saponins and some of Gypsophila species: A review of the literature
107925|1401|Olgu Sunumu|Bilateral konjenital patellar dislokasyon
107966|5919|Derleme|The misuse and abuse of Darwinian concepts in social theory (or was Darwin a social Darwinist?)
235328|1499|Olgu Sunumu|Anomalous Pattern of Tendinous Slips of Peroneus Tertius and Extensor  Digitorum Longus Muscles in the Foot- A Clinically Important Variation
109942|1402|Olgu Sunumu|Netherton sendromunun psikiyatik bulguları
112782|3744|Olgu Sunumu|Efficient tirofiban infusion resulting in resolution of intracoronary thrombus
216544|23749|Olgu Sunumu|Chlorpromazine-induced hyperprolactinemia in a young female and its relation with fibrocystic breast disease
22893|3012|Olgu Sunumu|A cerebral hydatid cyst case first presenting with Gerstmann's syndrome: A case report and literature review
20781|1377|Olgu Sunumu|Multipl skleroz ve anestezi
121728|7006|Olgu Sunumu|Maedi-Visna virus infection in a Merino lamb with nervous signs
122149|18784|Derleme|Rural development and biosystems engineering in Turkey
228669|22716|Olgu Sunumu|Osteosarcoma in the Proximal Humerus of an Adult Male: A Case Report  and Review of the Literature
122704|1353|Olgu Sunumu|Does cancer therapy causes cancer? A case report and mini review of the literature
175167|21988|Olgu Sunumu|Unusual Presentation of Prostate  Adenocarcinoma: Collet-Sicard Syndrome with  Dysfunctions of Cranial Nerves VII and VIII
123450|211|Olgu Sunumu|Embolic acute myocardial infarction treated by intracoronary catheter aspiration embolectomy in a patient with mechanical aortic valve prosthesis
123457|211|Olgu Sunumu|Miyokart köprüleşmesi olan bir olguda damar daralmasının nitrogliserin ile artışı
210157|37280|Derleme|Developmental anomalies of teeth  and their applications in forensic  odontology
124288|213|Olgu Sunumu|Moxifloxacin-dependent Torsades de Pointes
238331|3181|Derleme|Trigeminal Cardiac Reflex Caused by Onyx Embolization of Intracranial Dural Arteriovenous Fistula
126120|214|Olgu Sunumu|Off-pump coronary bypass in a child with familial hypercholesterolemia: premature atherosclerosis of the ascending aorta
63573|183|Olgu Sunumu|Amfoterisine bağlı dirençli ventrikül taşikardi atakları olan bayan hasta
127470|28937|Olgu Sunumu|Conjunctival necrosis due to subconjunctival depot corticosteroid injection
127677|3771|Derleme|Almanac 2011: stable coronary artery disease. The national society journals present selected research that has driven recent advances in clinical cardiology
105590|2870|Derleme|What is the most accurate method in the diagnosis of amebic dysentery?
131630|3773|Derleme|Almanac 2011: acute coronary syndromes The national society journals present selected research that has driven recent advances in clinical cardiology
131649|3773|Olgu Sunumu|Symptomatic isolated giant hydatid cyst in the posterolateral region of the left ventricle
155245|226|Olgu Sunumu|The role of two-dimensional speckle -tracking echocardiography in a patient with Behçet's disease
20808|1378|Olgu Sunumu|Kronik böbrek yetersizliğinde dissemine tüberküloz
81150|1391|Olgu Sunumu|Diyabetik otonom nöropati ve anestezi
179473|4585|Olgu Sunumu|Prenatal Treatment of Fetal Goitrous Hypothyroidism by Intraamniotic Thyroxine 
139632|15581|Olgu Sunumu|Alcohol neurolysis of lateral femoral cutaneous nerve for recurrent meralgia paresthetica
140810|1358|Olgu Sunumu|A new technique for treatment of imperforate hymen by aortic punch
155535|230|Olgu Sunumu|Catheter ablation of electrical storm triggered by monomorphic ventricular ectopic beats after myocardial infarction
56833|1384|Olgu Sunumu|Post travmatik superior sagital sinüs trombozu
64565|14226|Olgu Sunumu|Ayın olgusu
144812|15647|Derleme|In vitro fertilizasyonda güncel yaklaşımlar: Proteomikler, sekretomikler, metabolomikler veiın viro maturasyon
144920|3778|Olgu Sunumu|An incidentally detected paraaortic mass diagnosed as bulky disease
144922|3778|Olgu Sunumu|Echocardiographic demonstration of isolated mitral valve involvement in a patient with mucopolysaccharidosis
145179|221|Olgu Sunumu|Vankomisinin indüklediği akut anteriyor STEMİ ve kardiyak arrest
145669|3779|Olgu Sunumu|Retroperitoneal hematoma due to an arteriovenous malformation originating from the femoral artery
261004|22721|Olgu Sunumu|Postpartum Diagnosed Wilson’s Disease
153026|2952|Olgu Sunumu|Involuntary movement in infants during vitamin B12 treatment
153216|2959|Olgu Sunumu|Gynecomastia in a boy with chronic myeloid leukemia during imatinib therapy
81035|3741|Derleme|İlaç salınımlı stentler hangi hasta ve lezyonda devlet tarafından finanse edilmeli? 
213866|7135|Olgu Sunumu|Redescription and identity of Taphinella bengalensis Jacoby, 1900(Coleoptera: Chrysomelidae: Galerucinae)
154460|33291|Olgu Sunumu|Histopathological changes in lungs associated with long-term exposure to biomass: A case report
155246|226|Olgu Sunumu|Aneurysm of ascending and descending aorta in a 10-year-old-boy with Wiskott-Aldrich syndrome
155329|227|Olgu Sunumu|Management of myocardial infarction related to in situ thrombosis
155335|227|Olgu Sunumu|Radiofrequency catheter ablation of fascicular ventricular tachycardia in an elderly patient with complete atrioventricular block and VDD pacemaker
155332|227|Olgu Sunumu|Cannabis smoking and sildenafil citrate induced acute coronary syndrome in a patient with myocardial bridge
155672|232|Olgu Sunumu|Radiofrequency ablation improving LV function in cardiomyopathy secondary to low burden of premature ventricular complexes
155854|236|Olgu Sunumu|A case of unusual looking prosthetic mitral valve thrombosis treated with low dose slow infusion tPA
155916|235|Olgu Sunumu|Successful treatment of a pulmonary embolism with low dose prolonged infusion of tissue typed plasminogen activator in a 37 year old female in early postoperative period
23417|4476|Olgu Sunumu|Kendi kendine lavman uygulamasına bağlı kolorektal perforasyon
